lat,lon,region,rooms,area,building_type
54.945236,82.961357,9654,3,59.02,1
54.9412979,82.9616935,9654,3,87.39,1
55.023681,82.953488,9654,1,40.0,3
55.0303931,83.0155452,9654,2,63.85,1
55.0303931,83.0155452,9654,3,59.02,1
54.804166,83.104171,9654,1,12.0,3
54.945536,82.966612,9654,2,58.0,1
55.02507,82.945295,9654,1,39.9,3
54.947346,82.97016,9654,1,48.94,1
54.9474859,82.9568902,9654,2,56.14,1
45.046412,38.979203,2843,1,41.0,2
54.973217,82.85691,9654,1,40.3,1
55.0303931,83.0155452,9654,2,59.0,1
55.0303931,83.0155452,9654,1,33.58,1
54.947786,82.970996,9654,2,63.13,1
55.0303931,83.0155452,9654,2,63.85,1
55.0303931,83.0155452,9654,1,41.36,1
54.946948,82.970115,9654,1,39.02,1
54.947372,82.972307,9654,2,63.13,1
